"<per>,<date>,<time>,<open>,<high>,<low>,<close>,<vol>,<oi>"
"1205,20170815,121751,12.100,12.100,12.100,12.100,1000.000,0"
"1206,20170815,121751,12.100,12.100,12.100,12.100,600.000,0"
"1207,20170815,121751,12.100,12.100,12.100,12.100,1700.000,0"
"1208,20170815,121751,12.100,12.100,12.100,12.100,800.000,0"
"1209,20170815,121946,12.100,12.100,12.100,12.100,1069.000,0"
"1210,20170815,121946,12.050,12.050,12.050,12.050,431.000,0"
"1211,20170815,121946,12.100,12.100,12.100,12.100,500.000,0"
"1212,20170815,122257,12.100,12.100,12.100,12.100,3000.000,0"
"1213,20170815,122350,12.100,12.100,12.100,12.100,2000.000,0"
"1214,20170815,122434,12.100,12.100,12.100,12.100,285.000,0"
"1215,20170815,122638,12.150,12.150,12.150,12.150,35.000,0"
"1216,20170815,123417,12.100,12.100,12.100,12.100,264.000,0"
"1217,20170815,123636,12.150,12.150,12.150,12.150,1000.000,0"
"1218,20170815,123856,12.100,12.100,12.100,12.100,400.000,0"
"1219,20170815,124031,12.150,12.150,12.150,12.150,600.000,0"
"1220,20170815,124352,12.150,12.150,12.150,12.150,888.000,0"
"1221,20170815,124352,12.150,12.150,12.150,12.150,112.000,0"
"1222,20170815,124542,12.150,12.150,12.150,12.150,570.000,0"
"1223,20170815,124604,12.100,12.100,12.100,12.100,5000.000,0"
"1224,20170815,124648,12.100,12.100,12.100,12.100,1500.000,0"
"1225,20170815,125012,12.100,12.100,12.100,12.100,2500.000,0"
"1226,20170815,125031,12.100,12.100,12.100,12.100,1000.000,0"
"1227,20170815,125232,12.150,12.150,12.150,12.150,2000.000,0"
"1228,20170815,125232,12.150,12.150,12.150,12.150,630.000,0"
"1229,20170815,125232,12.150,12.150,12.150,12.150,207.000,0"
"1230,20170815,125232,12.150,12.150,12.150,12.150,1500.000,0"
"1231,20170815,125232,12.150,12.150,12.150,12.150,1345.000,0"
"1232,20170815,125232,12.150,12.150,12.150,12.150,1318.000,0"
"1233,20170815,125256,12.150,12.150,12.150,12.150,250.000,0"
"1234,20170815,125256,12.150,12.150,12.150,12.150,1500.000,0"
"1235,20170815,125256,12.150,12.150,12.150,12.150,1000.000,0"
"1236,20170815,125256,12.150,12.150,12.150,12.150,193.000,0"
"1237,20170815,125318,12.150,12.150,12.150,12.150,1500.000,0"
"1238,20170815,125318,12.150,12.150,12.150,12.150,1000.000,0"
"1239,20170815,125318,12.150,12.150,12.150,12.150,1000.000,0"
"1240,20170815,125337,12.150,12.150,12.150,12.150,1500.000,0"
"1241,20170815,125418,12.200,12.200,12.200,12.200,64.000,0"
"1242,20170815,130116,12.150,12.150,12.150,12.150,246.000,0"
"1243,20170815,130722,12.100,12.100,12.100,12.100,2500.000,0"
"1244,20170815,130951,12.150,12.150,12.150,12.150,646.000,0"
"1245,20170815,130951,12.150,12.150,12.150,12.150,754.000,0"
"1246,20170815,131006,12.100,12.100,12.100,12.100,2500.000,0"
"1247,20170815,131344,12.150,12.150,12.150,12.150,3900.000,0"
"1248,20170815,131814,12.100,12.100,12.100,12.100,551.000,0"
"1249,20170815,132317,12.100,12.100,12.100,12.100,2500.000,0"
"1250,20170815,132706,12.100,12.100,12.100,12.100,1900.000,0"
"1251,20170815,132707,12.100,12.100,12.100,12.100,49.000,0"
"1252,20170815,132737,12.100,12.100,12.100,12.100,1951.000,0"
"1253,20170815,132818,12.100,12.100,12.100,12.100,549.000,0"
"1254,20170815,132832,12.100,12.100,12.100,12.100,1451.000,0"
"1255,20170815,132907,12.100,12.100,12.100,12.100,200.000,0"
"1256,20170815,133100,12.100,12.100,12.100,12.100,849.000,0"
"1257,20170815,133100,12.100,12.100,12.100,12.100,551.000,0"
"1258,20170815,133815,12.100,12.100,12.100,12.100,324.000,0"
"1259,20170815,133815,12.100,12.100,12.100,12.100,24.000,0"
"1260,20170815,134153,12.100,12.100,12.100,12.100,600.000,0"
"1261,20170815,134442,12.100,12.100,12.100,12.100,1076.000,0"
"1262,20170815,134801,12.100,12.100,12.100,12.100,826.000,0"
"1263,20170815,134801,12.100,12.100,12.100,12.100,3500.000,0"
"1264,20170815,134824,12.100,12.100,12.100,12.100,5000.000,0"
"1265,20170815,135128,12.100,12.100,12.100,12.100,100.000,0"
"1266,20170815,135253,12.100,12.100,12.100,12.100,200.000,0"
"1267,20170815,135453,12.100,12.100,12.100,12.100,400.000,0"
"1268,20170815,135720,12.100,12.100,12.100,12.100,100.000,0"
"1269,20170815,135913,12.150,12.150,12.150,12.150,454.000,0"
"1270,20170815,135913,12.150,12.150,12.150,12.150,1000.000,0"
"1271,20170815,135913,12.150,12.150,12.150,12.150,500.000,0"
"1272,20170815,135913,12.150,12.150,12.150,12.150,1000.000,0"
"1273,20170815,135913,12.150,12.150,12.150,12.150,1000.000,0"
"1274,20170815,135913,12.150,12.150,12.150,12.150,500.000,0"
"1275,20170815,135913,12.150,12.150,12.150,12.150,546.000,0"
"1276,20170815,135920,12.150,12.150,12.150,12.150,800.000,0"
"1277,20170815,135920,12.150,12.150,12.150,12.150,454.000,0"
"1278,20170815,140307,12.100,12.100,12.100,12.100,1200.000,0"
"1279,20170815,140600,12.200,12.200,12.200,12.200,26.000,0"
"1280,20170815,140943,12.150,12.150,12.150,12.150,2400.000,0"
"1281,20170815,140949,12.150,12.150,12.150,12.150,1700.000,0"
"1282,20170815,141129,12.150,12.150,12.150,12.150,1322.000,0"
"1283,20170815,141200,12.150,12.150,12.150,12.150,778.000,0"
"1284,20170815,141314,12.150,12.150,12.150,12.150,200.000,0"
"1285,20170815,141314,12.150,12.150,12.150,12.150,3500.000,0"
"1286,20170815,141342,12.150,12.150,12.150,12.150,1500.000,0"
"1287,20170815,141550,12.150,12.150,12.150,12.150,22.000,0"
"1288,20170815,142300,12.100,12.100,12.100,12.100,1700.000,0"
"1289,20170815,142423,12.150,12.150,12.150,12.150,2100.000,0"
"1290,20170815,142600,12.100,12.100,12.100,12.100,216.000,0"
"1291,20170815,143018,12.100,12.100,12.100,12.100,1884.000,0"
"1292,20170815,143320,12.150,12.150,12.150,12.150,216.000,0"
"1293,20170815,143721,12.150,12.150,12.150,12.150,330.000,0"
"1294,20170815,143853,12.150,12.150,12.150,12.150,306.000,0"
"1295,20170815,143930,12.100,12.100,12.100,12.100,1700.000,0"
"1296,20170815,144447,12.100,12.100,12.100,12.100,100.000,0"
"1297,20170815,144530,12.100,12.100,12.100,12.100,200.000,0"
"1298,20170815,144856,12.050,12.050,12.050,12.050,2431.000,0"
"1299,20170815,144856,12.050,12.050,12.050,12.050,4569.000,0"
"1300,20170815,150444,12.100,12.100,12.100,12.100,1000.000,0"
"1301,20170815,150512,12.100,12.100,12.100,12.100,2000.000,0"
"1302,20170815,150512,12.050,12.050,12.050,12.050,2569.000,0"
"1303,20170815,150512,12.050,12.050,12.050,12.050,431.000,0"
"1304,20170815,150611,12.150,12.150,12.150,12.150,300.000,0"
"1305,20170815,150706,12.050,12.050,12.050,12.050,3000.000,0"
"1306,20170815,150706,12.050,12.050,12.050,12.050,4323.000,0"
"1307,20170815,150706,12.050,12.050,12.050,12.050,450.000,0"
"1308,20170815,150706,12.050,12.050,12.050,12.050,1658.000,0"
"1309,20170815,150706,12.050,12.050,12.050,12.050,569.000,0"
"1310,20170815,150840,12.050,12.050,12.050,12.050,428.000,0"
"1311,20170815,150840,12.050,12.050,12.050,12.050,77.000,0"
"1312,20170815,151133,12.100,12.100,12.100,12.100,1000.000,0"
"1313,20170815,152001,12.100,12.100,12.100,12.100,450.000,0"
"1314,20170815,152001,12.100,12.100,12.100,12.100,1500.000,0"
"1315,20170815,152130,12.050,12.050,12.050,12.050,540.000,0"
"1316,20170815,152130,12.050,12.050,12.050,12.050,2000.000,0"
"1317,20170815,152130,12.050,12.050,12.050,12.050,2572.000,0"
"1318,20170815,152130,12.050,12.050,12.050,12.050,300.000,0"
"1319,20170815,152155,12.000,12.000,12.000,12.000,300.000,0"
"1320,20170815,152155,12.000,12.000,12.000,12.000,1400.000,0"
"1321,20170815,152155,12.000,12.000,12.000,12.000,833.000,0"
"1322,20170815,152155,12.000,12.000,12.000,12.000,750.000,0"
"1323,20170815,152155,12.000,12.000,12.000,12.000,250.000,0"
"1324,20170815,152155,12.000,12.000,12.000,12.000,183.000,0"
"1325,20170815,152203,12.000,12.000,12.000,12.000,500.000,0"
"1326,20170815,152211,12.000,12.000,12.000,12.000,600.000,0"
"1327,20170815,152309,12.000,12.000,12.000,12.000,770.000,0"
"1328,20170815,152553,12.000,12.000,12.000,12.000,2500.000,0"
"1329,20170815,152607,12.000,12.000,12.000,12.000,1000.000,0"
"1330,20170815,152607,12.000,12.000,12.000,12.000,1000.000,0"
"1331,20170815,152922,11.900,11.900,11.900,11.900,300.000,0"
"1332,20170815,152922,11.950,11.950,11.950,11.950,200.000,0"
"1333,20170815,153121,11.900,11.900,11.900,11.900,350.000,0"
"1334,20170815,153121,11.900,11.900,11.900,11.900,350.000,0"
"1335,20170815,153121,11.900,11.900,11.900,11.900,350.000,0"
"1336,20170815,153121,11.900,11.900,11.900,11.900,450.000,0"
"1337,20170815,153121,11.900,11.900,11.900,11.900,5000.000,0"
"1338,20170815,153121,11.900,11.900,11.900,11.900,350.000,0"
"1339,20170815,153308,11.900,11.900,11.900,11.900,71.000,0"
"1340,20170815,153922,11.900,11.900,11.900,11.900,1890.000,0"
"1341,20170815,154046,11.900,11.900,11.900,11.900,5000.000,0"
"1342,20170815,154145,11.900,11.900,11.900,11.900,1000.000,0"
"1343,20170815,154201,11.900,11.900,11.900,11.900,1000.000,0"
"1344,20170815,154232,11.900,11.900,11.900,11.900,200.000,0"
"1345,20170815,154358,11.900,11.900,11.900,11.900,989.000,0"
"1346,20170815,154358,11.900,11.900,11.900,11.900,1379.000,0"
"1347,20170815,154358,11.900,11.900,11.900,11.900,1379.000,0"
"1348,20170815,154430,11.850,11.850,11.850,11.850,25.000,0"
"1349,20170815,154558,11.900,11.900,11.900,11.900,126.000,0"
"1350,20170815,154613,11.850,11.850,11.850,11.850,50.000,0"
"1351,20170815,155155,11.850,11.850,11.850,11.850,925.000,0"
"1352,20170815,155155,11.850,11.850,11.850,11.850,300.000,0"
"1353,20170815,155155,11.850,11.850,11.850,11.850,1222.000,0"
"1354,20170815,155155,11.850,11.850,11.850,11.850,170.000,0"
"1355,20170815,155206,11.850,11.850,11.850,11.850,50.000,0"
"1356,20170815,155224,11.800,11.800,11.800,11.800,300.000,0"
"1357,20170815,155224,11.850,11.850,11.850,11.850,1518.000,0"
"1358,20170815,155224,11.850,11.850,11.850,11.850,400.000,0"
"1359,20170815,155224,11.850,11.850,11.850,11.850,400.000,0"
"1360,20170815,155224,11.850,11.850,11.850,11.850,432.000,0"
"1361,20170815,155224,11.800,11.800,11.800,11.800,16103.000,0"
"1362,20170815,155224,11.800,11.800,11.800,11.800,847.000,0"
"1363,20170815,155247,11.900,11.900,11.900,11.900,1800.000,0"
"1364,20170815,155255,11.800,11.800,11.800,11.800,12000.000,0"
"1365,20170815,155340,11.800,11.800,11.800,11.800,50.000,0"
"1366,20170815,155424,11.850,11.850,11.850,11.850,125.000,0"
"1367,20170815,155513,11.850,11.850,11.850,11.850,5.000,0"
"1368,20170815,155550,11.800,11.800,11.800,11.800,3505.000,0"
"1369,20170815,155550,11.850,11.850,11.850,11.850,495.000,0"
"1370,20170815,155556,11.800,11.800,11.800,11.800,50.000,0"
"1371,20170815,155923,11.900,11.900,11.900,11.900,200.000,0"
"1372,20170815,160047,11.900,11.900,11.900,11.900,1000.000,0"
"1373,20170815,160118,11.800,11.800,11.800,11.800,1000.000,0"
"1374,20170815,160131,11.900,11.900,11.900,11.900,50.000,0"
"1375,20170815,160207,11.800,11.800,11.800,11.800,2815.000,0"
"1376,20170815,160229,11.800,11.800,11.800,11.800,16171.000,0"
"1377,20170815,160229,11.800,11.800,11.800,11.800,260.000,0"
"1378,20170815,160229,11.800,11.800,11.800,11.800,300.000,0"
"1379,20170815,160229,11.800,11.800,11.800,11.800,3269.000,0"
"1380,20170815,160308,11.900,11.900,11.900,11.900,2187.000,0"
"1381,20170815,160308,11.900,11.900,11.900,11.900,1174.000,0"
"1382,20170815,160317,11.900,11.900,11.900,11.900,356.000,0"
"1383,20170815,160320,11.950,11.950,11.950,11.950,400.000,0"
"1384,20170815,160325,12.000,12.000,12.000,12.000,1644.000,0"
"1385,20170815,160413,11.900,11.900,11.900,11.900,1250.000,0"
"1386,20170815,160413,11.850,11.850,11.850,11.850,1577.000,0"
"1387,20170815,160430,11.950,11.950,11.950,11.950,1577.000,0"
"1388,20170815,160723,12.050,12.050,12.050,12.050,3500.000,0"
"1389,20170815,160723,12.050,12.050,12.050,12.050,554.000,0"
"1390,20170815,160723,12.050,12.050,12.050,12.050,1340.000,0"
"1391,20170815,160739,11.950,11.950,11.950,11.950,1000.000,0"
"1392,20170815,161022,12.050,12.050,12.050,12.050,100.000,0"
"1393,20170815,161439,12.000,12.000,12.000,12.000,300.000,0"
"1394,20170815,161549,12.000,12.000,12.000,12.000,1079.000,0"
"1395,20170815,161831,11.900,11.900,11.900,11.900,50.000,0"
"1396,20170815,161935,12.000,12.000,12.000,12.000,166.000,0"
"1397,20170815,162656,12.000,12.000,12.000,12.000,470.000,0"
"1398,20170815,162656,12.000,12.000,12.000,12.000,59.000,0"
"1399,20170815,162656,12.000,12.000,12.000,12.000,1034.000,0"
"1400,20170815,162727,12.000,12.000,12.000,12.000,300.000,0"
"1401,20170815,162727,12.000,12.000,12.000,12.000,1200.000,0"
"1402,20170815,162912,12.000,12.000,12.000,12.000,1611.000,0"
"1403,20170815,162912,12.000,12.000,12.000,12.000,1200.000,0"
"1404,20170815,162917,12.000,12.000,12.000,12.000,300.000,0"
"1405,20170815,162919,12.000,12.000,12.000,12.000,900.000,0"
"1406,20170815,162919,12.000,12.000,12.000,12.000,300.000,0"
"1407,20170815,163426,12.000,12.000,12.000,12.000,600.000,0"
"1408,20170815,163426,12.000,12.000,12.000,12.000,1200.000,0"
"1409,20170815,163531,11.950,11.950,11.950,11.950,1000.000,0"
"1410,20170815,163531,11.900,11.900,11.900,11.900,1000.000,0"
"1411,20170815,163754,12.000,12.000,12.000,12.000,3470.000,0"
"1412,20170815,163754,12.000,12.000,12.000,12.000,30.000,0"
"1413,20170815,164000,12.000,12.000,12.000,12.000,100.000,0"
"1414,20170815,164205,12.000,12.000,12.000,12.000,177.000,0"
"1415,20170815,164205,12.000,12.000,12.000,12.000,1323.000,0"
"1416,20170815,164735,11.950,11.950,11.950,11.950,836.000,0"
"1417,20170815,164742,11.900,11.900,11.900,11.900,11310.000,0"
"1418,20170815,164742,11.900,11.900,11.900,11.900,200.000,0"
"1419,20170815,164836,11.900,11.900,11.900,11.900,16.000,0"
"1420,20170815,164836,11.900,11.900,11.900,11.900,4437.000,0"
"1421,20170815,164836,11.850,11.850,11.850,11.850,941.000,0"
"1422,20170815,164908,11.900,11.900,11.900,11.900,941.000,0"
"1423,20170815,165139,11.900,11.900,11.900,11.900,1159.000,0"
"1424,20170815,165250,11.900,11.900,11.900,11.900,322.000,0"
"1425,20170815,165256,11.900,11.900,11.900,11.900,78.000,0"
"1426,20170815,165409,11.850,11.850,11.850,11.850,500.000,0"
"1427,20170815,165609,11.850,11.850,11.850,11.850,350.000,0"
"1428,20170815,165609,11.850,11.850,11.850,11.850,2000.000,0"
"1429,20170815,165609,11.850,11.850,11.850,11.850,500.000,0"
"1430,20170815,170027,11.850,11.850,11.850,11.850,100.000,0"
"1431,20170815,170027,11.850,11.850,11.850,11.850,650.000,0"
"1432,20170815,170027,11.850,11.850,11.850,11.850,24514.000,0"
"1433,20170815,170027,11.850,11.850,11.850,11.850,1054.000,0"
"1434,20170815,170027,11.850,11.850,11.850,11.850,4861.000,0"
"1435,20170815,170027,11.850,11.850,11.850,11.850,1900.000,0"
"1436,20170815,170027,11.850,11.850,11.850,11.850,426.000,0"
"1437,20170816,110001,11.850,11.850,11.850,11.850,115.000,0"
"1438,20170816,110001,11.850,11.850,11.850,11.850,40.000,0"
"1439,20170816,110001,11.850,11.850,11.850,11.850,510.000,0"
"1440,20170816,111041,11.650,11.650,11.650,11.650,2000.000,0"
"1441,20170816,111041,11.650,11.650,11.650,11.650,500.000,0"
"1442,20170816,111112,11.650,11.650,11.650,11.650,5300.000,0"
"1443,20170816,111126,11.650,11.650,11.650,11.650,2458.000,0"
"1444,20170816,111127,11.700,11.700,11.700,11.700,1000.000,0"
"1445,20170816,111243,11.700,11.700,11.700,11.700,1500.000,0"
"1446,20170816,111339,11.600,11.600,11.600,11.600,79.000,0"
"1447,20170816,111339,11.700,11.700,11.700,11.700,42.000,0"
"1448,20170816,111400,11.600,11.600,11.600,11.600,1602.000,0"
"1449,20170816,111400,11.600,11.600,11.600,11.600,10000.000,0"
"1450,20170816,111400,11.600,11.600,11.600,11.600,625.000,0"
"1451,20170816,111407,11.600,11.600,11.600,11.600,2773.000,0"
"1452,20170816,111418,11.600,11.600,11.600,11.600,7227.000,0"
"1453,20170816,111442,11.600,11.600,11.600,11.600,1724.000,0"
"1454,20170816,111444,11.600,11.600,11.600,11.600,1649.000,0"
"1455,20170816,111832,11.650,11.650,11.650,11.650,376.000,0"
"1456,20170816,112142,11.800,11.800,11.800,11.800,200.000,0"
"1457,20170816,112149,11.700,11.700,11.700,11.700,1260.000,0"
"1458,20170816,112156,11.800,11.800,11.800,11.800,23.000,0"
"1459,20170816,112156,11.700,11.700,11.700,11.700,477.000,0"
"1460,20170816,112858,11.650,11.650,11.650,11.650,1600.000,0"
"1461,20170816,112914,11.750,11.750,11.750,11.750,1400.000,0"
"1462,20170816,112956,11.750,11.750,11.750,11.750,300.000,0"
"1463,20170816,113059,11.750,11.750,11.750,11.750,800.000,0"
"1464,20170816,113528,11.750,11.750,11.750,11.750,1100.000,0"
"1465,20170816,113803,11.700,11.700,11.700,11.700,892.000,0"
"1466,20170816,113803,11.700,11.700,11.700,11.700,1000.000,0"
"1467,20170816,113846,11.700,11.700,11.700,11.700,1108.000,0"
"1468,20170816,113921,11.750,11.750,11.750,11.750,800.000,0"
"1469,20170816,114055,11.750,11.750,11.750,11.750,1300.000,0"
"1470,20170816,114225,11.700,11.700,11.700,11.700,892.000,0"
"1471,20170816,114230,11.700,11.700,11.700,11.700,1608.000,0"
"1472,20170816,114459,11.700,11.700,11.700,11.700,100.000,0"
"1473,20170816,114506,11.700,11.700,11.700,11.700,1498.000,0"
"1474,20170816,114506,11.700,11.700,11.700,11.700,3004.000,0"
"1475,20170816,114527,11.700,11.700,11.700,11.700,500.000,0"
"1476,20170816,114621,11.700,11.700,11.700,11.700,1777.000,0"
"1477,20170816,115018,11.700,11.700,11.700,11.700,223.000,0"
"1478,20170816,115041,11.700,11.700,11.700,11.700,485.000,0"
"1479,20170816,115423,11.700,11.700,11.700,11.700,12016.000,0"
"1480,20170816,115540,11.750,11.750,11.750,11.750,940.000,0"
"1481,20170816,115540,11.750,11.750,11.750,11.750,1325.000,0"
"1482,20170816,115540,11.750,11.750,11.750,11.750,493.000,0"
"1483,20170816,120021,11.700,11.700,11.700,11.700,2738.000,0"
"1484,20170816,120230,11.700,11.700,11.700,11.700,431.000,0"
"1485,20170816,120402,11.650,11.650,11.650,11.650,1962.000,0"
"1486,20170816,120807,11.650,11.650,11.650,11.650,2050.000,0"
"1487,20170816,121031,11.650,11.650,11.650,11.650,786.000,0"
"1488,20170816,121053,11.650,11.650,11.650,11.650,1700.000,0"
"1489,20170816,121053,11.650,11.650,11.650,11.650,343.000,0"
"1490,20170816,121053,11.650,11.650,11.650,11.650,16000.000,0"
"1491,20170816,121053,11.650,11.650,11.650,11.650,3226.000,0"
"1492,20170816,121141,11.650,11.650,11.650,11.650,250.000,0"
"1493,20170816,121148,11.600,11.600,11.600,11.600,5938.000,0"
"1494,20170816,121237,11.600,11.600,11.600,11.600,2192.000,0"
"1495,20170816,121321,11.650,11.650,11.650,11.650,100.000,0"
"1496,20170816,121648,11.650,11.650,11.650,11.650,4000.000,0"
"1497,20170816,121712,11.650,11.650,11.650,11.650,400.000,0"
"1498,20170816,121849,11.600,11.600,11.600,11.600,58.000,0"
"1499,20170816,121849,11.600,11.600,11.600,11.600,130.000,0"
"1500,20170816,121849,11.600,11.600,11.600,11.600,1870.000,0"
"1501,20170816,121849,11.600,11.600,11.600,11.600,300.000,0"
"1502,20170816,121849,11.600,11.600,11.600,11.600,1724.000,0"
"1503,20170816,121849,11.600,11.600,11.600,11.600,2300.000,0"
"1504,20170816,121938,11.650,11.650,11.650,11.650,250.000,0"
"1505,20170816,122534,11.650,11.650,11.650,11.650,1211.000,0"
"1506,20170816,122534,11.650,11.650,11.650,11.650,1000.000,0"
"1507,20170816,122711,11.550,11.550,11.550,11.550,10.000,0"
"1508,20170816,123024,11.600,11.600,11.600,11.600,120.000,0"
"1509,20170816,123435,11.600,11.600,11.600,11.600,238.000,0"
"1510,20170816,123435,11.600,11.600,11.600,11.600,1880.000,0"
"1511,20170816,123645,11.600,11.600,11.600,11.600,500.000,0"
"1512,20170816,123837,11.600,11.600,11.600,11.600,700.000,0"
"1513,20170816,123908,11.600,11.600,11.600,11.600,2000.000,0"
"1514,20170816,124017,11.600,11.600,11.600,11.600,400.000,0"
"1515,20170816,124343,11.550,11.550,11.550,11.550,900.000,0"
"1516,20170816,124343,11.550,11.550,11.550,11.550,839.000,0"
"1517,20170816,124343,11.550,11.550,11.550,11.550,400.000,0"
"1518,20170816,124343,11.550,11.550,11.550,11.550,1721.000,0"
"1519,20170816,124343,11.550,11.550,11.550,11.550,167.000,0"
"1520,20170816,124343,11.550,11.550,11.550,11.550,6233.000,0"
"1521,20170816,124513,11.500,11.500,11.500,11.500,71.000,0"
"1522,20170816,124513,11.500,11.500,11.500,11.500,869.000,0"
"1523,20170816,124513,11.500,11.500,11.500,11.500,260.000,0"
"1524,20170816,124513,11.500,11.500,11.500,11.500,2000.000,0"
"1525,20170816,124513,11.500,11.500,11.500,11.500,500.000,0"
"1526,20170816,124521,11.500,11.500,11.500,11.500,798.000,0"
"1527,20170816,124521,11.500,11.500,11.500,11.500,858.000,0"
"1528,20170816,124713,11.500,11.500,11.500,11.500,300.000,0"
"1529,20170816,124839,11.500,11.500,11.500,11.500,1000.000,0"
"1530,20170816,124924,11.500,11.500,11.500,11.500,400.000,0"
"1531,20170816,125117,11.500,11.500,11.500,11.500,2500.000,0"
"1532,20170816,125212,11.500,11.500,11.500,11.500,100.000,0"
"1533,20170816,125228,11.450,11.450,11.450,11.450,142.000,0"
"1534,20170816,125414,11.450,11.450,11.450,11.450,1858.000,0"
"1535,20170816,125414,11.450,11.450,11.450,11.450,873.000,0"
"1536,20170816,125414,11.450,11.450,11.450,11.450,500.000,0"
"1537,20170816,125414,11.450,11.450,11.450,11.450,1000.000,0"
"1538,20170816,125517,11.400,11.400,11.400,11.400,1151.000,0"
"1539,20170816,125517,11.400,11.400,11.400,11.400,350.000,0"
"1540,20170816,125517,11.400,11.400,11.400,11.400,3312.000,0"
"1541,20170816,125524,11.450,11.450,11.450,11.450,1300.000,0"
"1542,20170816,125542,11.450,11.450,11.450,11.450,7400.000,0"
"1543,20170816,125603,11.450,11.450,11.450,11.450,2507.000,0"
"1544,20170816,125603,11.450,11.450,11.450,11.450,1000.000,0"
"1545,20170816,125603,11.450,11.450,11.450,11.450,2281.000,0"
"1546,20170816,125627,11.450,11.450,11.450,11.450,146.000,0"
"1547,20170816,125627,11.450,11.450,11.450,11.450,854.000,0"
"1548,20170816,130253,11.450,11.450,11.450,11.450,1354.000,0"
"1549,20170816,130253,11.450,11.450,11.450,11.450,262.000,0"
"1550,20170816,130529,11.450,11.450,11.450,11.450,448.000,0"
"1551,20170816,130620,11.450,11.450,11.450,11.450,2000.000,0"
"1552,20170816,130927,11.450,11.450,11.450,11.450,1000.000,0"
"1553,20170816,130927,11.450,11.450,11.450,11.450,7552.000,0"
"1554,20170816,130931,11.450,11.450,11.450,11.450,1700.000,0"
"1555,20170816,131050,11.400,11.400,11.400,11.400,559.000,0"
"1556,20170816,131058,11.400,11.400,11.400,11.400,5000.000,0"
"1557,20170816,131058,11.400,11.400,11.400,11.400,1200.000,0"
"1558,20170816,131058,11.400,11.400,11.400,11.400,300.000,0"
"1559,20170816,131058,11.400,11.400,11.400,11.400,1350.000,0"
"1560,20170816,131058,11.400,11.400,11.400,11.400,1129.000,0"
"1561,20170816,131058,11.400,11.400,11.400,11.400,934.000,0"
"1562,20170816,131151,11.400,11.400,11.400,11.400,381.000,0"
"1563,20170816,131439,11.400,11.400,11.400,11.400,1119.000,0"
"1564,20170816,131439,11.400,11.400,11.400,11.400,3081.000,0"
"1565,20170816,131643,11.400,11.400,11.400,11.400,4500.000,0"
"1566,20170816,131643,11.400,11.400,11.400,11.400,63.000,0"
"1567,20170816,131803,11.400,11.400,11.400,11.400,1437.000,0"
"1568,20170816,131911,11.400,11.400,11.400,11.400,1400.000,0"
"1569,20170816,132002,11.400,11.400,11.400,11.400,2000.000,0"
"1570,20170816,132145,11.400,11.400,11.400,11.400,1000.000,0"
"1571,20170816,132157,11.400,11.400,11.400,11.400,2566.000,0"
"1572,20170816,132316,11.400,11.400,11.400,11.400,934.000,0"
"1573,20170816,132316,11.400,11.400,11.400,11.400,66.000,0"
"1574,20170816,132906,11.400,11.400,11.400,11.400,600.000,0"
"1575,20170816,132950,11.400,11.400,11.400,11.400,1150.000,0"
"1576,20170816,132950,11.400,11.400,11.400,11.400,2334.000,0"
"1577,20170816,132950,11.400,11.400,11.400,11.400,2616.000,0"
"1578,20170816,133039,11.400,11.400,11.400,11.400,2500.000,0"
"1579,20170816,133044,11.400,11.400,11.400,11.400,1000.000,0"
"1580,20170816,133052,11.450,11.450,11.450,11.450,4250.000,0"
"1581,20170816,133109,11.500,11.500,11.500,11.500,1880.000,0"
"1582,20170816,133113,11.500,11.500,11.500,11.500,3058.000,0"
"1583,20170816,133123,11.400,11.400,11.400,11.400,884.000,0"
"1584,20170816,133123,11.400,11.400,11.400,11.400,116.000,0"
"1585,20170816,133440,11.500,11.500,11.500,11.500,1200.000,0"
"1586,20170816,133451,11.500,11.500,11.500,11.500,400.000,0"
"1587,20170816,133552,11.500,11.500,11.500,11.500,350.000,0"
"1588,20170816,133552,11.500,11.500,11.500,11.500,1645.000,0"
"1589,20170816,133552,11.500,11.500,11.500,11.500,1605.000,0"
"1590,20170816,133555,11.500,11.500,11.500,11.500,355.000,0"
"1591,20170816,133603,11.500,11.500,11.500,11.500,2000.000,0"
"1592,20170816,133609,11.500,11.500,11.500,11.500,1400.000,0"
"1593,20170816,133617,11.500,11.500,11.500,11.500,600.000,0"
"1594,20170816,133630,11.500,11.500,11.500,11.500,2000.000,0"
"1595,20170816,133738,11.500,11.500,11.500,11.500,2000.000,0"
"1596,20170816,133857,11.550,11.550,11.550,11.550,22190.000,0"
"1597,20170816,133857,11.550,11.550,11.550,11.550,5000.000,0"
"1598,20170816,133857,11.550,11.550,11.550,11.550,1200.000,0"
"1599,20170816,133902,11.550,11.550,11.550,11.550,400.000,0"
"1600,20170816,133916,11.550,11.550,11.550,11.550,400.000,0"
"1601,20170816,134002,11.600,11.600,11.600,11.600,300.000,0"
"1602,20170816,134010,11.650,11.650,11.650,11.650,5000.000,0"
"1603,20170816,134014,11.650,11.650,11.650,11.650,2838.000,0"
"1604,20170816,134014,11.650,11.650,11.650,11.650,1880.000,0"
"1605,20170816,134029,11.700,11.700,11.700,11.700,1500.000,0"
"1606,20170816,134041,11.700,11.700,11.700,11.700,100.000,0"
"1607,20170816,134041,11.700,11.700,11.700,11.700,500.000,0"
"1608,20170816,134048,11.700,11.700,11.700,11.700,3400.000,0"
