" ,PRECIO,VN,PxQ "
" 64263,94.8,10,948 "
" 64264,94.8,140,13272 "
" 64265,94.8,450,42660 "
" 64266,94.6,294,27812.4 "
" 64267,94.5,173,16348.5 "
" 64268,94.65,10,946.5 "
" 64269,94.55,100,9455 "
" 64270,94.5,2500,236250 "
" 64271,94.1,90,8469 "
" 64272,94.15,100,9415 "
" 64273,94.3,53,4997.9 "
" 64274,94.5,327,30901.5 "
" 64275,94.15,70,6590.5 "
" 64276,94.1,890,83749 "
" 64277,94.1,10,941 "
" 64278,94.15,70,6590.5 "
" 64279,94.5,176,16632 "
" 64280,94.5,184,17388 "
" 64281,94.5,100,9450 "
" 64282,94.6,134,12676.4 "
" 64283,94.25,150,14137.5 "
" 64284,94.25,70,6597.5 "
" 64285,94.5,1000,94500 "
" 64286,94.25,65,6126.25 "
" 64287,94.25,100,9425 "
" 64288,94.3,897,84587.1 "
" 64289,94.3,103,9712.9 "
" 64290,94.3,374,35268.2 "
" 64291,94.35,10,943.5 "
" 64292,94.25,266,25070.5 "
" 64293,94.3,10,943 "
" 64294,94.3,500,47150 "
" 64295,94.25,81,7634.25 "
" 64296,95,500,47500 "
" 64297,95.5,52,4966 "
" 64298,95.4,115,10971 "
" 64299,95.05,80,7604 "
" 64300,95.25,200,19050 "
" 64301,95.3,200,19060 "
" 64302,95.2,120,11424 "
" 64303,95.2,180,17136 "
" 64304,95.3,14,1334.2 "
" 64305,95.3,86,8195.8 "
" 64306,95.3,200,19060 "
" 64307,95.3,100,9530 "
" 64308,95.25,100,9525 "
" 64309,95,123,11685 "
" 64310,95,2000,190000 "
" 64311,95,720,68400 "
" 64312,94.9,100,9490 "
" 64313,94.9,900,85410 "
" 64314,95,200,19000 "
" 64315,95,37,3515 "
" 64316,95,620,58900 "
" 64317,94.7,250,23675 "
" 64318,94,37,3478 "
" 64319,94,363,34122 "
" 64320,94.1,420,39522 "
" 64321,94.1,70,6587 "
" 64322,94.1,1010,95041 "
" 64323,93.5,560,52360 "
" 64324,93,240,22320 "
" 64325,93,1500,139500 "
" 64326,93,290,26970 "
" 64327,93,777,72261 "
" 64328,91,500,45500 "
" 64329,90.1,627,56492.7 "
" 64330,92.55,115,10643.25 "
" 64331,92.6,185,17131 "
" 64332,92.6,129,11945.4 "
" 64333,92.6,71,6574.6 "
" 64334,92.45,250,23112.5 "
" 64335,92.4,150,13860 "
" 64336,92.4,150,13860 "
" 64337,92,1000,92000 "
" 64338,92.1,600,55260 "
" 64339,92,1000,92000 "
" 64340,92,160,14720 "
" 64341,92,88,8096 "
" 64342,92,100,9200 "
" 64343,92,600,55200 "
" 64344,92,270,24840 "
" 64345,91.75,1000,91750 "
" 64346,92,220,20240 "
" 64347,92.25,71,6549.75 "
" 64348,92.25,22,2029.5 "
" 64349,92.25,407,37545.75 "
" 64350,92.25,593,54704.25 "
" 64351,92,1000,92000 "
" 64352,92.3,100,9230 "
" 64353,92.3,110,10153 "
" 64354,92.3,150,13845 "
" 64355,92.45,750,69337.5 "
" 64356,92.3,700,64610 "
" 64357,92.3,601,55472.3 "
" 64358,93,48,4464 "
" 64359,94,12,1128 "
" 64360,93.8,500,46900 "
" 64361,93.8,39,3658.2 "
" 64362,93.9,100,9390 "
" 64363,94,612,57528 "
" 64364,94,200,18800 "
" 64365,94,188,17672 "
" 64366,94,15,1410 "
" 64367,94,76,7144 "
" 64368,94,109,10246 "
" 64369,93,361,33573 "
" 64370,94,500,47000 "
" 64371,93.9,219,20564.1 "
" 64372,93,497,46221 "
" 64373,93,30,2790 "
" 64374,93,110,10230 "
" 64375,93,503,46779 "
" 64376,93,357,33201 "
" 64377,93.5,650,60775 "
" 64378,93.5,500,46750 "
" 64379,93.5,500,46750 "
" 64380,93.5,143,13370.5 "
" 64381,93.5,260,24310 "
" 64382,93.5,2000,187000 "
" 64383,93.5,500,46750 "
" 64384,93,500,46500 "
" 64385,93,2,186 "
" 64386,93,300,27900 "
" 64387,93,200,18600 "
" 64388,92.75,1000,92750 "
" 64389,92.95,155,14407.25 "
" 64390,92.95,1291,119998.45 "
" 64391,92.95,95,8830.25 "
" 64392,93,1000,93000 "
" 64393,93,1000,93000 "
" 64394,93,300,27900 "
" 64395,93.05,80,7444 "
" 64396,93.5,97,9069.5 "
" 64397,94,76,7144 "
" 64398,94,250,23500 "
" 64399,94,174,16356 "
" 64400,94,100,9400 "
" 64401,94,30,2820 "
" 64402,94,60,5640 "
" 64403,94,10,940 "
" 64404,94,40,3760 "
" 64405,94,250,23500 "
" 64406,94,250,23500 "
" 64407,94,250,23500 "
" 64408,94,250,23500 "
" 64409,94,250,23500 "
" 64410,94,500,47000 "
" 64411,94,250,23500 "
" 64412,94,500,47000 "
" 64413,94,250,23500 "
" 64414,94,500,47000 "
" 64415,93.6,750,70200 "
" 64416,93.55,500,46775 "
" 64417,93.5,97,9069.5 "
" 64418,93.5,1614,150909 "
" 64419,94,50,4700 "
" 64420,94,250,23500 "
" 64421,93.3,1000,93300 "
" 64422,93.25,1000,93250 "
" 64423,94,450,42300 "
" 64424,94,250,23500 "
" 64425,93.5,1603,149880.5 "
" 64426,93.5,1000,93500 "
" 64427,93.5,748,69938 "
" 64428,93.5,752,70312 "
" 64429,93.5,500,46750 "
" 64430,93.5,500,46750 "
" 64431,93.5,500,46750 "
" 64432,93.5,500,46750 "
" 64433,93.5,500,46750 "
" 64434,93.5,500,46750 "
" 64435,93.5,500,46750 "
" 64436,93.5,500,46750 "
" 64437,93.5,500,46750 "
" 64438,93.5,40,3740 "
" 64439,93.5,213,19915.5 "
" 64440,93.5,112,10472 "
" 64441,94,150,14100 "
" 64442,94,94,8836 "
" 64443,94,355,33370 "
" 64444,94.4,77,7268.8 "
" 64445,94.4,458,43235.2 "
" 64446,94,200,18800 "
" 64447,94,8000,752000 "
" 64448,94,1201,112894 "
" 64449,94,2000,188000 "
" 64450,94,4299,404106 "
" 64451,94,500,47000 "
" 64452,94.4,147,13876.8 "
" 64453,95,500,47500 "
" 64454,95.4,1000,95400 "
" 64455,95,100,9500 "
" 64456,94.1,228,21454.8 "
" 64457,94.1,495,46579.5 "
" 64458,94.1,43,4046.3 "
" 64459,94.1,70,6587 "
" 64460,94.1,772,72645.2 "
" 64461,94.3,318,29987.4 "
" 64462,94.3,32,3017.6 "
" 64463,94.3,105,9901.5 "
" 64464,94.3,300,28290 "
" 64465,94.15,301,28339.15 "
" 64466,94.15,420,39543 "
" 64467,94.15,85,8002.75 "
" 64468,94.15,377,35494.55 "
" 64469,94.15,1623,152805.45 "
" 64470,94.15,377,35494.55 "
" 64471,94.15,1623,152805.45 "
" 64472,94.2,106,9985.2 "
" 64473,94.2,469,44179.8 "
" 64474,94.5,20,1890 "
" 64475,94.25,45,4241.25 "
" 64476,94.3,15,1414.5 "
" 64477,94.25,119,11215.75 "
" 64478,94.25,293,27615.25 "
" 64479,94.3,250,23575 "
" 64480,94.2,2000,188400 "
" 64481,94.25,43,4052.75 "
" 64482,94.2,166,15637.2 "
" 64483,94.25,106,9990.5 "
" 64484,94.3,65,6129.5 "
" 64485,94.3,148,13956.4 "
" 64486,94.3,135,12730.5 "
" 64487,94.3,40,3772 "
" 64488,94.3,500,47150 "
" 64489,94.3,677,63841.1 "
" 64490,94.3,150,14145 "
" 64491,94.3,41,3866.3 "
" 64492,94.3,93,8769.9 "
" 64493,94.2,228,21477.6 "
" 64494,94.3,930,87699 "
" 64495,94.3,20,1886 "
" 64496,94.3,54,5092.2 "
" 64497,94.3,800,75440 "
" 64498,94.3,62,5846.6 "
" 64499,94.5,400,37800 "
" 64500,94.5,80,7560 "
" 64501,94.5,500,47250 "
" 64502,94.5,166,15687 "
" 64503,94.6,175,16555 "
" 64504,94.6,945,89397 "
" 64505,94.6,55,5203 "
" 64506,95,112,10640 "
" 64507,94.6,555,52503 "
" 64508,94.6,211,19960.6 "
" 64509,94.6,234,22136.4 "
" 64510,94.6,1100,104060 "
" 64511,94.6,22,2081.2 "
" 64512,94.6,598,56570.8 "
" 64513,94.95,500,47475 "
" 64514,94.6,616,58273.6 "
" 64515,94.6,384,36326.4 "
" 64516,94.6,314,29704.4 "
" 64517,94.65,250,23662.5 "
" 64518,94.65,500,47325 "
" 64519,94.6,2000,189200 "
" 64520,94.65,350,33127.5 "
" 64521,94.7,50,4735 "
" 64522,94.7,300,28410 "
" 64523,94.7,250,23675 "
" 64524,94.7,110,10417 "
" 64525,94.7,290,27463 "
" 64526,94.7,310,29357 "
" 64527,94.7,690,65343 "
" 64528,94.7,250,23675 "
" 64529,94.7,310,29357 "
" 64530,94.7,120,11364 "
" 64531,94.7,90,8523 "
" 64532,94.8,230,21804 "
" 64533,94.6,1377,130264.2 "
" 64534,94.6,126,11919.6 "
" 64535,94.65,50,4732.5 "
" 64536,94.6,1020,96492 "
" 64537,94.6,2597,245676.2 "
" 64538,94.8,1396,132340.8 "
" 64539,94.8,425,40290 "
" 64540,94.6,68,6432.8 "
" 64541,94.8,507,48063.6 "
" 64542,94.9,200,18980 "
" 64543,94.9,68,6453.2 "
" 64544,94.95,68,6456.6 "
" 64545,94.9,150,14235 "
" 64546,94.95,210,19939.5 "
" 64547,94.9,372,35302.8 "
" 64548,94.6,8,756.8 "
" 64549,95.5,210,20055 "
" 64550,95.5,67,6398.5 "
" 64551,95.5,110,10505 "
" 64552,96.7,277,26785.9 "
" 64553,96.7,400,38680 "
" 64554,96.7,271,26205.7 "
" 64555,96.7,52,5028.4 "
" 64556,96.45,1000,96450 "
" 64557,96.45,490,47260.5 "
" 64558,96,27,2592 "
" 64559,96,15,1440 "
" 64560,96,311,29856 "
" 64561,96,69,6624 "
" 64562,96,131,12576 "
" 64563,96,381,36576 "
" 64564,96,869,83424 "
" 64565,96,100,9600 "
" 64566,95.65,19,1817.35 "
" 64567,96,21,2016 "
" 64568,96,199,19104 "
" 64569,95.75,900,86175 "
" 64570,95.7,5000,478500 "
" 64571,96,720,69120 "
" 64572,96,280,26880 "
" 64573,96,26,2496 "
" 64574,96,474,45504 "
" 64575,96,26,2496 "
" 64576,96,492,47232 "
" 64577,96,500,48000 "
" 64578,96,8,768 "
" 64579,96,9,864 "
" 64580,96,500,48000 "
" 64581,96,1191,114336 "
" 64582,96,380,36480 "
" 64583,96,120,11520 "
" 64584,96,680,65280 "
" 64585,95.85,2,191.7 "
" 64586,95.85,198,18978.3 "
" 64587,95.85,75,7188.75 "
" 64588,95.85,1727,165532.95 "
" 64589,96,35,3360 "
" 64590,96,250,24000 "
" 64591,95.85,500,47925 "
" 64592,95.85,73,6997.05 "
" 64593,95.8,492,47133.6 "
" 64594,95.8,58,5556.4 "
" 64595,95.8,450,43110 "
" 64596,95.85,500,47925 "
" 64597,95.85,100,9585 "
" 64598,95.85,134,12843.9 "
" 64599,95.85,484,46391.4 "
" 64600,95.85,266,25496.1 "
" 64601,95.85,600,57510 "
" 64602,95.85,150,14377.5 "
" 64603,95.85,500,47925 "
" 64604,95.85,500,47925 "
" 64605,95.85,208,19936.8 "
" 64606,95.85,170,16294.5 "
" 64607,95.85,11,1054.35 "
" 64608,95.85,111,10639.35 "
" 64609,95.85,1300,124605 "
" 64610,95.85,500,47925 "
" 64611,95.85,260,24921 "
" 64612,95.85,80,7668 "
" 64613,95.85,150,14377.5 "
" 64614,95.85,10,958.5 "
" 64615,95.85,190,18211.5 "
" 64616,95.85,100,9585 "
" 64617,95.85,90,8626.5 "
" 64618,95.85,310,29713.5 "
" 64619,95.85,53,5080.05 "
" 64620,95.85,500,47925 "
" 64621,95.85,500,47925 "
" 64622,95.85,500,47925 "
" 64623,95.85,300,28755 "
" 64624,95.85,200,19170 "
" 64625,95.85,350,33547.5 "
" 64626,95.85,50,4792.5 "
" 64627,95.85,150,14377.5 "
" 64628,95.85,300,28755 "
" 64629,95.85,650,62302.5 "
" 64630,95.85,300,28755 "
" 64631,95.85,100,9585 "
" 64632,95.85,40,3834 "
" 64633,95.85,240,23004 "
" 64634,95.85,60,5751 "
" 64635,95.85,120,11502 "
" 64636,95.85,60,5751 "
" 64637,95.85,200,19170 "
" 64638,95.85,120,11502 "
" 64639,95.85,110,10543.5 "
" 64640,95.85,390,37381.5 "
" 64641,95.85,1231,117991.35 "
" 64642,95.85,500,47925 "
" 64643,95.85,500,47925 "
" 64644,95.85,900,86265 "
" 64645,95.85,200,19170 "
" 64646,95.85,190,18211.5 "
" 64647,95.85,290,27796.5 "
" 64648,95.85,150,14377.5 "
" 64649,95.85,50,4792.5 "
" 64650,95.85,220,21087 "
" 64651,96,215,20640 "
" 64652,96,1236,118656 "
" 64653,96,339,32544 "
" 64654,96,250,24000 "
" 64655,96,66,6336 "
" 64656,96,514,49344 "
" 64657,96,70,6720 "
" 64658,96,364,34944 "
" 64659,96,336,32256 "
" 64660,96,3,288 "
" 64661,96,117,11232 "
" 64662,96,30,2880 "
" 64663,96,300,28800 "
" 64664,96,247,23712 "
" 64665,96,53,5088 "
" 64666,96,50,4800 "
" 64667,96,25,2400 "
" 64668,96,75,7200 "
" 64669,96,425,40800 "
" 64670,96,15,1440 "
" 64671,96,200,19200 "
" 64672,96,300,28800 "
" 64673,96,1057,101472 "
" 64674,96,79,7584 "
" 64675,96.2,200,19240 "
" 64676,96.25,1000,96250 "
" 64677,96.25,500,48125 "
" 64678,96.25,1000,96250 "
" 64679,96.25,1000,96250 "
" 64680,96.25,1000,96250 "
" 64681,96.25,1000,96250 "
" 64682,96.25,1000,96250 "
" 64683,96.25,64,6160 "
" 64684,96.25,164,15785 "
" 64685,96.2,400,38480 "
" 64686,96.25,936,90090 "
" 64687,96.25,1000,96250 "
" 64688,96.25,500,48125 "
" 64689,96.25,1000,96250 "
" 64690,96.25,500,48125 "
" 64691,96.25,59,5678.75 "
" 64692,96.3,241,23208.3 "
" 64693,96.2,350,33670 "
" 64694,96.2,250,24050 "
" 64695,96.3,400,38520 "
" 64696,96.2,2280,219336 "
" 64697,96.2,4500,432900 "
" 64698,96.2,500,48100 "
" 64699,96.2,400,38480 "
" 64700,96.2,2942,283020.4 "
" 64701,96.2,100,9620 "
" 64702,96.2,500,48100 "
" 64703,96.2,430,41366 "
" 64704,96.3,891,85803.3 "
" 64705,96.3,500,48150 "
" 64706,96.3,500,48150 "
" 64707,96.3,109,10496.7 "
" 64708,96.3,626,60283.8 "
" 64709,96.3,500,48150 "
" 64710,96.3,3874,373066.2 "
" 64711,96.3,500,48150 "
" 64712,96.3,500,48150 "
" 64713,96.3,1500,144450 "
" 64714,96.3,500,48150 "
" 64715,96.3,500,48150 "
" 64716,96.3,500,48150 "
" 64717,96.3,430,41409 "
" 64718,96.4,100,9640 "
" 64719,96.4,171,16484.4 "
" 64720,96.3,1080,104004 "
" 64721,96.3,466,44875.8 "
" 64722,96.3,500,48150 "
" 64723,96.3,775,74632.5 "
" 64724,96.4,329,31715.6 "
" 64725,96.4,47,4530.8 "
" 64726,96.3,62,5970.6 "
" 64727,96.3,52,5007.6 "
" 64728,96.3,93,8955.9 "
" 64729,96.3,157,15119.1 "
" 64730,96.45,200,19290 "
" 64731,96.5,29,2798.5 "
" 64732,96.5,500,48250 "
" 64733,96.5,162,15633 "
" 64734,96.5,100,9650 "
" 64735,96.5,1000,96500 "
" 64736,96.7,198,19146.6 "
" 64737,96.7,55,5318.5 "
" 64738,96.8,147,14229.6 "
" 64739,96.8,300,29040 "
" 64740,96.8,260,25168 "
" 64741,96.8,54,5227.2 "
" 64742,96.8,15,1452 "
" 64743,97,26,2522 "
" 64744,97,74,7178 "
" 64745,97,53,5141 "
" 64746,97,120,11640 "
" 64747,97,25,2425 "
" 64748,96.8,1000,96800 "
" 64749,96.85,1000,96850 "
" 64750,97,111,10767 "
" 64751,97,389,37733 "
" 64752,96.8,25,2420 "
" 64753,96.85,111,10750.35 "
" 64754,96.9,500,48450 "
" 64755,96.9,276,26744.4 "
" 64756,96.9,195,18895.5 "
" 64757,97,167,16199 "
" 64758,97,30,2910 "
" 64759,97,330,32010 "
" 64760,97,214,20758 "
" 64761,97,71,6887 "
" 64762,97,259,25123 "
" 64763,97,1000,97000 "
" 64764,97,500,48500 "
" 64765,97,418,40546 "
" 64766,97.5,882,85995 "
" 64767,97.5,418,40755 "
" 64768,97.5,120,11700 "
" 64769,97.15,53,5148.95 "
" 64770,97.15,10,971.5 "
" 64771,97.5,63,6142.5 "
" 64772,97.5,109,10627.5 "
" 64773,97.15,200,19430 "
" 64774,97.15,250,24287.5 "
" 64775,97.15,203,19721.45 "
" 64776,97.15,797,77428.55 "
" 64777,97,100,9700 "
" 64778,97.1,514,49909.4 "
" 64779,97.15,27,2623.05 "
" 64780,97,83,8051 "
" 64781,96.9,70,6783 "
" 64782,96.9,20,1938 "
" 64783,96.9,189,18314.1 "
" 64784,96.9,1067,103392.3 "
" 64785,96.9,100,9690 "
" 64786,96.9,53,5135.7 "
" 64787,96.9,130,12597 "
" 64788,96.9,98,9496.2 "
" 64789,96.9,172,16666.8 "
" 64790,96.9,255,24709.5 "
" 64791,96.9,352,34108.8 "
" 64792,96.9,235,22771.5 "
" 64793,96.9,1158,112210.2 "
" 64794,96.9,338,32752.2 "
" 64795,96.9,140,13566 "
" 64796,96.9,1342,130039.8 "
" 64797,96.9,1180,114342 "
" 64798,97.1,100,9710 "
" 64799,97.3,100,9730 "
" 64800,97.2,100,9720 "
" 64801,97.4,100,9740 "
" 64802,97.3,270,26271 "
" 64803,97.5,60,5850 "
" 64804,97.5,828,80730 "
" 64805,97.5,500,48750 "
" 64806,97.5,70,6825 "
" 64807,97.3,230,22379 "
" 64808,96.9,16,1550.4 "
" 64809,97.5,42,4095 "
" 64810,97,828,80316 "
" 64811,96.9,175,16957.5 "
" 64812,96.9,191,18507.9 "
" 64813,97,154,14938 "
" 64814,96.9,474,45930.6 "
" 64815,97.65,113,11034.45 "
" 64816,97.65,37,3613.05 "
" 64817,97.65,113,11034.45 "
" 64818,97.65,150,14647.5 "
" 64819,97.65,150,14647.5 "
" 64820,97,55,5335 "
" 64821,97.65,750,73237.5 "
" 64822,97.65,500,48825 "
" 64823,97.65,150,14647.5 "
" 64824,97.5,600,58500 "
" 64825,97.65,1287,125675.55 "
" 64826,97.7,204,19930.8 "
" 64827,97.7,400,39080 "
" 64828,97.7,109,10649.3 "
" 64829,97.5,200,19500 "
" 64830,97.5,200,19500 "
" 64831,97.5,250,24375 "
" 64832,97.5,90,8775 "
" 64833,97.5,330,32175 "
" 64834,97.5,80,7800 "
" 64835,97.5,645,62887.5 "
" 64836,97.5,125,12187.5 "
" 64837,97,200,19400 "
" 64838,97.5,355,34612.5 "
" 64839,97.5,100,9750 "
" 64840,97.5,75,7312.5 "
" 64841,97.5,467,45532.5 "
" 64842,97.5,546,53235 "
" 64843,97.5,312,30420 "
" 64844,97.5,50,4875 "
" 64845,97.5,25,2437.5 "
" 64846,97.5,100,9750 "
" 64847,97.5,88,8580 "
" 64848,97.5,50,4875 "
" 64849,97.5,100,9750 "
" 64850,97.5,104,10140 "
" 64851,97.5,33,3217.5 "
" 64852,97.5,146,14235 "
" 64853,97.5,54,5265 "
" 64854,97.5,263,25642.5 "
" 64855,97.5,187,18232.5 "
" 64856,97.5,13,1267.5 "
" 64857,97,100,9700 "
" 64858,97,102,9894 "
" 64859,97,285,27645 "
" 64860,97,97,9409 "
" 64861,97,47,4559 "
" 64862,97,321,31137 "
" 64863,97,35,3395 "
" 64864,97.5,645,62887.5 "
" 64865,97.5,355,34612.5 "
" 64866,97.5,210,20475 "
" 64867,97.5,50,4875 "
" 64868,97.5,50,4875 "
" 64869,97.5,302,29445 "
" 64870,97.5,50,4875 "
" 64871,97.5,50,4875 "
" 64872,97.45,300,29235 "
" 64873,97.5,88,8580 "
" 64874,97.5,700,68250 "
" 64875,97.5,1000,97500 "
" 64876,97.5,32,3120 "
" 64877,97.7,891,87050.7 "
" 64878,97.7,1109,108349.3 "
" 64879,97.5,300,29250 "
" 64880,97.55,250,24387.5 "
" 64881,97.55,290,28289.5 "
" 64882,97.55,210,20485.5 "
" 64883,97.55,460,44873 "
" 64884,97.55,540,52677 "
" 64885,97.7,591,57740.7 "
" 64886,97.55,40,3902 "
" 64887,97.55,460,44873 "
" 64888,97.7,160,15632 "
" 64889,97.7,447,43671.9 "
" 64890,97.7,150,14655 "
" 64891,97.7,325,31752.5 "
" 64892,97.7,325,31752.5 "
" 64893,97.55,500,48775 "
" 64894,97.55,300,29265 "
" 64895,97.55,300,29265 "
" 64896,97.7,128,12505.6 "
" 64897,97.7,552,53930.4 "
" 64898,97.7,110,10747 "
" 64899,97.7,285,27844.5 "
" 64900,97.7,38,3712.6 "
" 64901,97.55,250,24387.5 "
" 64902,97.55,1000,97550 "
" 64903,97.7,48,4689.6 "
" 64904,97.7,470,45919 "
" 64905,97.55,300,29265 "
" 64906,97.55,450,43897.5 "
" 64907,97.65,46,4491.9 "
" 64908,97.65,500,48825 "
" 64909,97.65,500,48825 "
" 64910,97.55,4860,474093 "
" 64911,97.55,82,7999.1 "
" 64912,97.5,500,48750 "
" 64913,97.5,1280,124800 "
" 64914,97.7,30,2931 "
" 64915,97.5,675,65812.5 "
" 64916,97.5,325,31687.5 "
" 64917,97.5,75,7312.5 "
" 64918,97.5,325,31687.5 "
" 64919,97.5,255,24862.5 "
" 64920,97.5,1120,109200 "
" 64921,97.5,125,12187.5 "
" 64922,97.5,325,31687.5 "
" 64923,97.5,325,31687.5 "
" 64924,97.5,320,31200 "
" 64925,97.5,355,34612.5 "
" 64926,97.6,374,36502.4 "
" 64927,97.6,318,31036.8 "
" 64928,97,95,9215 "
" 64929,97,205,19885 "
" 64930,97,509,49373 "
" 64931,97.45,374,36446.3 "
" 64932,97.45,20,1949 "
" 64933,97.5,52,5070 "
" 64934,97.7,1000,97700 "
" 64935,97.7,149,14557.3 "
" 64936,97.7,500,48850 "
" 64937,97.7,275,26867.5 "
" 64938,97.7,138,13482.6 "
" 64939,97.8,234,22885.2 "
" 64940,97.75,100,9775 "
" 64941,97.8,500,48900 "
" 64942,97.8,766,74914.8 "
" 64943,97.8,150,14670 "
" 64944,97.8,300,29340 "
" 64945,97.8,250,24450 "
" 64946,97.8,1000,97800 "
" 64947,97.9,371,36320.9 "
" 64948,97.9,32,3132.8 "
" 64949,97.9,32,3132.8 "
" 64950,97.9,397,38866.3 "
" 64951,97.9,168,16447.2 "
" 64952,97.9,832,81452.8 "
" 64953,97.9,200,19580 "
" 64954,97.9,968,94767.2 "
" 64955,97.8,295,28851 "
" 64956,97.75,173,16910.75 "
" 64957,97.75,181,17692.75 "
" 64958,97.7,438,42792.6 "
" 64959,97.45,1006,98034.7 "
" 64960,97.5,295,28762.5 "
" 64961,97.4,1199,116782.6 "
" 64962,97.5,75,7312.5 "
" 64963,97.5,250,24375 "
" 64964,97.5,325,31687.5 "
" 64965,97.5,925,90187.5 "
" 64966,97.5,209,20377.5 "
" 64967,97.5,675,65812.5 "
" 64968,97.5,791,77122.5 "
" 64969,97.65,38,3710.7 "
" 64970,97.65,750,73237.5 "
" 64971,97.65,200,19530 "
" 64972,97.65,700,68355 "
" 64973,97.65,800,78120 "
" 64974,97.7,381,37223.7 "
" 64975,97.7,119,11626.3 "
" 64976,97.7,381,37223.7 "
" 64977,97.7,1000,97700 "
" 64978,97.7,500,48850 "
" 64979,97.65,1300,126945 "
" 64980,97.75,205,20038.75 "
" 64981,97.75,200,19550 "
" 64982,97.75,700,68425 "
" 64983,97.75,1395,136361.25 "
" 64984,97.8,298,29144.4 "
" 64985,97.75,5,488.75 "
" 64986,97.65,1000,97650 "
" 64987,97.65,1000,97650 "
" 64988,97.6,1000,97600 "
" 64989,97.6,1000,97600 "
" 64990,97.6,1000,97600 "
" 64991,97.6,500,48800 "
" 64992,97.6,1100,107360 "
" 64993,97.6,500,48800 "
" 64994,97.6,1600,156160 "
" 64995,97.5,1000,97500 "
" 64996,97.4,750,73050 "
" 64997,97.5,39,3802.5 "
" 64998,97.5,514,50115 "
" 64999,97.6,400,39040 "
" 65000,97.6,326,31817.6 "
" 65001,97.6,1274,124342.4 "
" 65002,97.7,200,19540 "
" 65003,97.7,54,5275.8 "
" 65004,97.7,1000,97700 "
" 65005,97.8,562,54963.6 "
" 65006,97.7,1000,97700 "
" 65007,97.7,100,9770 "
" 65008,97.8,677,66210.6 "
" 65009,97.9,100,9790 "
" 65010,97.8,23,2249.4 "
" 65011,97.8,977,95550.6 "
" 65012,97.8,697,68166.6 "
" 65013,97.8,23,2249.4 "
" 65014,97.9,70,6853 "
" 65015,97.9,453,44348.7 "
" 65016,97.9,47,4601.3 "
" 65017,97.9,700,68530 "
" 65018,98,320,31360 "
" 65019,98,80,7840 "
" 65020,98,150,14700 "
" 65021,98,30,2940 "
" 65022,98,170,16660 "
" 65023,97.9,200,19580 "
" 65024,98,200,19600 "
" 65025,98,250,24500 "
" 65026,98,55,5390 "
" 65027,98,300,29400 "
" 65028,98,45,4410 "
" 65029,98,380,37240 "
" 65030,98,500,49000 "
" 65031,98,63,6174 "
" 65032,98,193,18914 "
" 65033,98,745,73010 "
" 65034,98.2,100,9820 "
" 65035,98.3,48,4718.4 "
" 65036,98.4,2000,196800 "
" 65037,98.5,574,56539 "
" 65038,98.5,1000,98500 "
" 65039,98.5,190,18715 "
" 65040,98.4,300,29520 "
" 65041,98.4,100,9840 "
" 65042,98.4,900,88560 "
" 65043,98,600,58800 "
" 65044,98,165,16170 "
" 65045,98.3,200,19660 "
" 65046,98.6,100,9860 "
" 65047,98.7,162,15989.4 "
" 65048,98.5,100,9850 "
" 65049,98.7,338,33360.6 "
" 65050,98.7,692,68300.4 "
" 65051,98.5,380,37430 "
" 65052,98.5,1620,159570 "
" 65053,98.6,500,49300 "
" 65054,98.7,308,30399.6 "
" 65055,98.75,404,39895 "
" 65056,98.3,750,73725 "
" 65057,98.3,250,24575 "
" 65058,98.25,250,24562.5 "
" 65059,98.1,101,9908.1 "
" 65060,98.05,899,88146.95 "
" 65061,98.05,500,49025 "
" 65062,98.05,500,49025 "
" 65063,98.05,101,9903.05 "
" 65064,98.05,303,29709.15 "
" 65065,98.05,596,58437.8 "
" 65066,98.05,70,6863.5 "
" 65067,98.05,430,42161.5 "
" 65068,98.1,570,55917 "
" 65069,98.05,430,42161.5 "
" 65070,98.7,500,49350 "
" 65071,98.05,750,73537.5 "
" 65072,98.7,500,49350 "
" 65073,98.7,1000,98700 "
" 65074,98.6,1596,157365.6 "
" 65075,98.05,43,4216.15 "
" 65076,98.05,304,29807.2 "
" 65077,98.05,900,88245 "
" 65078,98.05,303,29709.15 "
" 65079,98.05,1450,142172.5 "
" 65080,98.6,263,25931.8 "
" 65081,98.1,700,68670 "
" 65082,98.75,1596,157605 "
" 65083,98.1,500,49050 "
" 65084,98.5,25,2462.5 "
" 65085,98.5,315,31027.5 "
" 65086,98.4,1989,195717.6 "
" 65087,98.4,497,48904.8 "
" 65088,98.4,303,29815.2 "
" 65089,98.4,303,29815.2 "
" 65090,98.8,40,3952 "
" 65091,98.4,303,29815.2 "
" 65092,98.4,998,98203.2 "
" 65093,98.1,90,8829 "
" 65094,98.1,159,15597.9 "
" 65095,98.8,500,49400 "
" 65096,98.8,60,5928 "
" 65097,98.2,500,49100 "
" 65098,98.8,500,49400 "
" 65099,98.5,39,3841.5 "
" 65100,98.8,1095,108186 "
" 65101,98.2,500,49100 "
" 65102,98.2,1700,166940 "
" 65103,98.1,1800,176580 "
" 65104,98.3,192,18873.6 "
" 65105,98.8,39,3853.2 "
" 65106,98.8,261,25786.8 "
" 65107,98.5,2739,269791.5 "
" 65108,98.5,20,1970 "
" 65109,98.75,300,29625 "
" 65110,98.75,441,43548.75 "
" 65111,98.75,829,81863.75 "
" 65112,98.8,100,9880 "
" 65113,98.8,100,9880 "
