" ,PRECIO,VN,PxQ "
" 13225,15.65,2000,31300 "
" 13226,15.65,2700,42255 "
" 13227,15.65,300,4695 "
" 13228,15.65,2435,38107.75 "
" 13229,15.65,700,10955 "
" 13230,15.7,100,1570 "
" 13231,15.5,500,7750 "
" 13232,15.5,3000,46500 "
" 13233,15.65,255,3990.75 "
" 13234,15.4,300,4620 "
" 13235,15.4,5000,77000 "
" 13236,15.4,200,3080 "
" 13237,15.5,2000,31000 "
" 13238,15.6,700,10920 "
" 13239,15.6,2300,35880 "
" 13240,15.6,1200,18720 "
" 13241,15.7,5000,78500 "
" 13242,15.5,3800,58900 "
" 13243,15.6,640,9984 "
" 13244,15.6,2360,36816 "
" 13245,15.5,252,3906 "
" 13246,15.5,2500,38750 "
" 13247,15.5,7,108.5 "
" 13248,15.5,351,5440.5 "
" 13249,15.65,166,2597.9 "
" 13250,15.5,1500,23250 "
" 13251,15.5,1300,20150 "
" 13252,15.5,1700,26350 "
" 13253,15.5,1500,23250 "
" 13254,15.5,200,3100 "
" 13255,15.4,2000,30800 "
" 13256,15.4,1500,23100 "
" 13257,15.3,1700,26010 "
" 13258,15.3,300,4590 "
" 13259,15.3,1476,22582.8 "
" 13260,15.35,524,8043.4 "
" 13261,15.35,1000,15350 "
" 13262,15.3,500,7650 "
" 13263,15.3,864,13219.2 "
" 13264,15.3,3351,51270.3 "
" 13265,15.3,2376,36352.8 "
" 13266,15.3,624,9547.2 "
" 13267,15.3,56,856.8 "
" 13268,15.3,2651,40560.3 "
" 13269,15.3,2000,30600 "
" 13270,15.3,2785,42610.5 "
" 13271,15.3,2000,30600 "
" 13272,15.3,3000,45900 "
" 13273,15.3,1000,15300 "
" 13274,15.35,100,1535 "
" 13275,15.3,3000,45900 "
" 13276,15.3,300,4590 "
" 13277,15.3,1700,26010 "
" 13278,15.35,2000,30700 "
" 13279,15.35,607,9317.45 "
" 13280,15.35,33000,506550 "
" 13281,15.3,549,8399.7 "
" 13282,16,1000,16000 "
" 13283,15.95,125,1993.75 "
" 13284,15.3,2451,37500.3 "
" 13285,15.3,2000,30600 "
" 13286,15.3,49,749.7 "
" 13287,15.5,1000,15500 "
" 13288,15.5,1000,15500 "
" 13289,15.35,951,14597.85 "
" 13290,15.3,2049,31349.7 "
" 13291,15.5,1000,15500 "
" 13292,15.5,2000,31000 "
" 13293,15.5,2000,31000 "
" 13294,15.5,1000,15500 "
" 13295,15.5,146,2263 "
" 13296,15.55,2000,31100 "
" 13297,15.6,317,4945.2 "
" 13298,15.55,2000,31100 "
" 13299,15.5,1450,22475 "
" 13300,15.55,854,13279.7 "
" 13301,15.5,550,8525 "
" 13302,15.45,146,2255.7 "
" 13303,15.45,404,6241.8 "
" 13304,15.5,1300,20150 "
" 13305,15,62,930 "
" 13306,15.25,300,4575 "
" 13307,15.25,15,228.75 "
" 13308,15.25,3700,56425 "
" 13309,15.2,3000,45600 "
" 13310,15,1000,15000 "
" 13311,15,63,945 "
" 13312,15,333,4995 "
" 13313,15,3000,45000 "
" 13314,15,1604,24060 "
" 13315,15,2026,30390 "
" 13316,15,150,2250 "
" 13317,15,650,9750 "
" 13318,15,350,5250 "
" 13319,15,300,4500 "
" 13320,15.1,916,13831.6 "
" 13321,15.15,54000,818100 "
" 13322,15.3,200,3060 "
" 13323,15.3,329,5033.7 "
" 13324,15.3,1500,22950 "
" 13325,15.35,3500,53725 "
" 13326,15.4,5000,77000 "
" 13327,15.4,1200,18480 "
" 13328,15.4,2500,38500 "
" 13329,15.5,5048,78244 "
" 13330,15.35,250,3837.5 "
" 13331,15.35,167,2563.45 "
" 13332,15.35,500,7675 "
" 13333,15.35,394,6047.9 "
" 13334,15.3,4839,74036.7 "
" 13335,15.35,36,552.6 "
" 13336,15.3,375,5737.5 "
" 13337,15.3,5000,76500 "
" 13338,15.3,500,7650 "
" 13339,15.3,400,6120 "
" 13340,15.4,650,10010 "
" 13341,15.4,350,5390 "
" 13342,15.4,301,4635.4 "
" 13343,15.4,509,7838.6 "
" 13344,15.35,120,1842 "
" 13345,15.35,880,13508 "
" 13346,15.35,1620,24867 "
" 13347,15.35,500,7675 "
" 13348,15.4,719,11072.6 "
" 13349,15.4,781,12027.4 "
" 13350,15.35,1500,23025 "
" 13351,15.35,880,13508 "
" 13352,15.35,2620,40217 "
" 13353,15.4,719,11072.6 "
" 13354,15.25,258,3934.5 "
" 13355,14.75,7515,110846.25 "
" 13356,14.75,481,7094.75 "
" 13357,15,3000,45000 "
" 13358,14.9,673,10027.7 "
" 13359,14.9,500,7450 "
" 13360,15,2205,33075 "
" 13361,15,670,10050 "
" 13362,15,125,1875 "
" 13363,15,545,8175 "
" 13364,15,36,540 "
" 13365,15.35,164,2517.4 "
" 13366,15.25,36,549 "
" 13367,15.35,581,8918.35 "
" 13368,15.25,4964,75701 "
" 13369,15.25,36,549 "
" 13370,15.25,195,2973.75 "
" 13371,15.25,300,4575 "
" 13372,15.25,65,991.25 "
" 13373,15.35,5000,76750 "
" 13374,15.5,324,5022 "
" 13375,15.5,69,1069.5 "
" 13376,15.5,5000,77500 "
" 13377,15.7,320,5024 "
" 13378,15.7,30,471 "
" 13379,15.5,1531,23730.5 "
" 13380,15.5,640,9920 "
" 13381,15.5,2558,39649 "
" 13382,15.5,1257,19483.5 "
" 13383,15.6,250,3900 "
" 13384,15.6,250,3900 "
" 13385,15.6,750,11700 "
" 13386,15.55,100,1555 "
" 13387,15.55,1900,29545 "
" 13388,15.55,2000,31100 "
" 13389,15.5,5000,77500 "
" 13390,15.4,863,13290.2 "
" 13391,15,1000,15000 "
" 13392,15.15,100,1515 "
" 13393,15,1880,28200 "
" 13394,15,1120,16800 "
" 13395,15.2,300,4560 "
" 13396,15.2,794,12068.8 "
" 13397,15.2,1500,22800 "
" 13398,15.2,1000,15200 "
" 13399,15.2,800,12160 "
" 13400,15.3,5000,76500 "
" 13401,15.3,1298,19859.4 "
" 13402,15.35,800,12280 "
" 13403,15.4,5000,77000 "
" 13404,15.25,5000,76250 "
" 13405,15.25,1994,30408.5 "
" 13406,15.5,6104,94612 "
" 13407,15.55,2600,40430 "
" 13408,15.55,180,2799 "
" 13409,15.85,50,792.5 "
" 13410,15.55,570,8863.5 "
" 13411,15.55,317,4929.35 "
" 13412,15.55,192,2985.6 "
" 13413,15.5,320,4960 "
" 13414,15.4,5000,77000 "
" 13415,15.25,1000,15250 "
" 13416,15.3,1430,21879 "
" 13417,15.3,1600,24480 "
" 13418,15.3,5000,76500 "
" 13419,15.3,500,7650 "
" 13420,15.4,240,3696 "
" 13421,15.4,16,246.4 "
" 13422,15.4,1484,22853.6 "
" 13423,15.4,1661,25579.4 "
" 13424,15.45,486,7508.7 "
" 13425,15.45,100,1545 "
" 13426,15.45,2000,30900 "
" 13427,15.4,1000,15400 "
" 13428,15.4,1000,15400 "
" 13429,15.4,300,4620 "
" 13430,15.4,350,5390 "
" 13431,15.6,5000,78000 "
" 13432,15.6,1000,15600 "
" 13433,15.55,2000,31100 "
" 13434,15.55,2000,31100 "
" 13435,15.55,2000,31100 "
" 13436,15.55,64,995.2 "
" 13437,15.5,870,13485 "
" 13438,15.35,680,10438 "
" 13439,15.4,920,14168 "
" 13440,14.8,100,1480 "
" 13441,14.8,166,2456.8 "
" 13442,14.8,1834,27143.2 "
" 13443,14.8,1160,17168 "
" 13444,15,100,1500 "
" 13445,15,700,10500 "
" 13446,15.2,1200,18240 "
" 13447,15.25,550,8387.5 "
" 13448,15.2,50,760 "
" 13449,15.2,1160,17632 "
" 13450,15.3,300,4590 "
" 13451,15.3,991,15162.3 "
" 13452,15.3,300,4590 "
" 13453,15.3,150,2295 "
" 13454,15.5,1200,18600 "
" 13455,15.5,1000,15500 "
" 13456,15.7,309,4851.3 "
" 13457,15.3,790,12087 "
" 13458,15.3,400,6120 "
" 13459,15.3,1000,15300 "
" 13460,15.3,400,6120 "
" 13461,15.3,1000,15300 "
" 13462,15.3,2000,30600 "
" 13463,15.2,2900,44080 "
" 13464,15.2,2000,30400 "
" 13465,15.2,192,2918.4 "
" 13466,15.2,2100,31920 "
" 13467,15.2,1309,19896.8 "
" 13468,15.2,2000,30400 "
" 13469,15.2,1263,19197.6 "
" 13470,15.2,737,11202.4 "
" 13471,15.2,2000,30400 "
" 13472,15.2,2000,30400 "
" 13473,15.2,488,7417.6 "
" 13474,15.35,2000,30700 "
" 13475,15.3,581,8889.3 "
" 13476,15.3,3000,45900 "
" 13477,15.3,2000,30600 "
" 13478,15.3,2000,30600 "
" 13479,15,201,3015 "
" 13480,15,20,300 "
" 13481,15,179,2685 "
" 13482,15,1235,18525 "
" 13483,15,2000,30000 "
" 13484,15,1000,15000 "
" 13485,15,25,375 "
" 13486,15,1561,23415 "
" 13487,15,439,6585 "
" 13488,15,561,8415 "
" 13489,15.65,319,4992.35 "
" 13490,15.5,1270,19685 "
" 13491,15.3,589,9011.7 "
" 13492,15.3,730,11169 "
" 13493,15.3,681,10419.3 "
" 13494,15.3,300,4590 "
" 13495,15.3,4019,61490.7 "
" 13496,15.3,2000,30600 "
" 13497,15.25,196,2989 "
" 13498,15.2,1000,15200 "
" 13499,15.2,1000,15200 "
" 13500,15.2,1000,15200 "
" 13501,15.2,1000,15200 "
" 13502,15.2,1000,15200 "
" 13503,15.25,19,289.75 "
" 13504,15.15,1000,15150 "
" 13505,15.15,1000,15150 "
" 13506,15.1,83,1253.3 "
" 13507,15.1,316,4771.6 "
" 13508,15.1,601,9075.1 "
" 13509,15.1,1000,15100 "
" 13510,15.1,1699,25654.9 "
" 13511,15.3,5000,76500 "
" 13512,15.25,2201,33565.25 "
" 13513,15,340,5100 "
" 13514,15,1000,15000 "
" 13515,15,660,9900 "
" 13516,15.25,799,12184.75 "
" 13517,15.25,320,4880 "
" 13518,15.35,770,11819.5 "
" 13519,15.35,230,3530.5 "
" 13520,15.35,1370,21029.5 "
" 13521,15.5,2476,38378 "
" 13522,15.3,5000,76500 "
" 13523,15.3,2000,30600 "
" 13524,15.4,1000,15400 "
" 13525,15.5,24,372 "
" 13526,15.5,2564,39742 "
" 13527,15.5,666,10323 "
" 13528,15.5,5000,77500 "
" 13529,15.5,300,4650 "
" 13530,15.5,446,6913 "
" 13531,15.5,64,992 "
" 13532,15.3,160,2448 "
" 13533,15,2000,30000 "
" 13534,15,15819,237285 "
" 13535,15,459,6885 "
" 13536,15,3550,53250 "
" 13537,15.1,800,12080 "
" 13538,15.1,2000,30200 "
" 13539,15.1,2084,31468.4 "
" 13540,15.1,2500,37750 "
" 13541,15.1,1300,19630 "
" 13542,15.1,1000,15100 "
" 13543,15.1,200,3020 "
" 13544,15.1,800,12080 "
" 13545,15,631,9465 "
" 13546,15,250,3750 "
" 13547,15,119,1785 "
" 13548,15,300,4500 "
" 13549,15,399,5985 "
" 13550,15,255,3825 "
" 13551,15,137,2055 "
" 13552,15.3,739,11306.7 "
" 13553,15.2,37,562.4 "
" 13554,15.2,1469,22328.8 "
" 13555,15.05,790,11889.5 "
" 13556,15.05,49,737.45 "
" 13557,15.05,161,2423.05 "
" 13558,15.05,5000,75250 "
" 13559,15,339,5085 "
" 13560,15,3870,58050 "
" 13561,15,2531,37965 "
" 13562,15,599,8985 "
" 13563,15,401,6015 "
" 13564,15,330,4950 "
" 13565,15,1269,19035 "
" 13566,15,1000,15000 "
" 13567,15,2731,40965 "
" 13568,15,2000,30000 "
" 13569,15,1200,18000 "
" 13570,15,69,1035 "
" 13571,15.2,10,152 "
" 13572,15.2,2490,37848 "
" 13573,15.25,2500,38125 "
" 13574,15.3,2051,31380.3 "
" 13575,15.3,1000,15300 "
" 13576,15.3,341,5217.3 "
" 13577,15.3,459,7022.7 "
" 13578,15.35,150,2302.5 "
" 13579,15.4,58,893.2 "
" 13580,15.35,150,2302.5 "
" 13581,15.35,850,13047.5 "
" 13582,15.3,500,7650 "
" 13583,15.3,500,7650 "
" 13584,15.3,2150,32895 "
" 13585,15.3,850,13005 "
" 13586,15.15,500,7575 "
" 13587,15.15,500,7575 "
" 13588,15.3,100,1530 "
" 13589,15.3,100,1530 "
" 13590,15.3,2964,45349.2 "
" 13591,15.3,1741,26637.3 "
" 13592,15.3,822,12576.6 "
" 13593,15.3,1423,21771.9 "
" 13594,15,2000,30000 "
" 13595,15.2,1000,15200 "
" 13596,15.3,336,5140.8 "
" 13597,15,664,9960 "
" 13598,15,325,4875 "
" 13599,15,5675,85125 "
" 13600,15.3,661,10113.3 "
" 13601,15.3,664,10159.2 "
" 13602,15,1000,15000 "
" 13603,15.15,500,7575 "
" 13604,15.15,1089,16498.35 "
" 13605,15.15,181,2742.15 "
" 13606,15.25,600,9150 "
" 13607,15.3,639,9776.7 "
" 13608,15.3,4125,63112.5 "
" 13609,15.3,1800,27540 "
" 13610,15.3,2836,43390.8 "
" 13611,15.3,130,1989 "
" 13612,15.3,4411,67488.3 "
" 13613,15.3,3923,60021.9 "
" 13614,15.3,700,10710 "
" 13615,15.35,819,12571.65 "
" 13616,15.3,707,10817.1 "
" 13617,15.3,396,6058.8 "
" 13618,15.35,543,8335.05 "
" 13619,15.3,302,4620.6 "
" 13620,15.3,3270,50031 "
" 13621,15.3,1730,26469 "
" 13622,15.3,7990,122247 "
" 13623,15.3,12010,183753 "
" 13624,15.3,3390,51867 "
" 13625,15.3,900,13770 "
" 13626,15.3,2000,30600 "
" 13627,15.3,300,4590 "
" 13628,15.3,1000,15300 "
" 13629,15.3,200,3060 "
" 13630,15.3,710,10863 "
" 13631,15.3,5000,76500 "
" 13632,15.3,5000,76500 "
" 13633,15.3,5000,76500 "
" 13634,15.3,3665,56074.5 "
" 13635,15.3,700,10710 "
" 13636,15.3,500,7650 "
" 13637,15.3,635,9715.5 "
" 13638,15.3,865,13234.5 "
" 13639,15.3,3000,45900 "
" 13640,15.3,4000,61200 "
" 13641,15.3,1000,15300 "
" 13642,15.3,5000,76500 "
" 13643,15.3,827,12653.1 "
" 13644,15.3,100,1530 "
" 13645,15.3,228,3488.4 "
" 13646,15.3,100,1530 "
" 13647,15.3,2173,33246.9 "
" 13648,15.3,3999,61184.7 "
" 13649,15.3,100,1530 "
" 13650,15.3,100,1530 "
" 13651,15.3,100,1530 "
" 13652,15.45,10000,154500 "
" 13653,15.45,2000,30900 "
" 13654,15.45,3000,46350 "
" 13655,15.45,5000,77250 "
" 13656,15.45,5000,77250 "
" 13657,15.5,2000,31000 "
" 13658,15.5,750,11625 "
" 13659,15.5,250,3875 "
" 13660,15.5,2000,31000 "
" 13661,15.5,1250,19375 "
" 13662,15.5,750,11625 "
" 13663,15.5,1250,19375 "
" 13664,15.6,2200,34320 "
" 13665,15.75,50,787.5 "
" 13666,15.6,999,15584.4 "
" 13667,15.6,1001,15615.6 "
" 13668,15.75,650,10237.5 "
" 13669,15.75,50,787.5 "
" 13670,15.75,350,5512.5 "
" 13671,15.6,4000,62400 "
" 13672,15.55,28,435.4 "
" 13673,15.55,172,2674.6 "
" 13674,15.5,2000,31000 "
" 13675,15.5,2000,31000 "
" 13676,15.5,2000,31000 "
" 13677,15.4,2000,30800 "
" 13678,15.55,100,1555 "
" 13679,15.55,28,435.4 "
" 13680,15.7,130,2041 "
" 13681,15.7,107,1679.9 "
" 13682,16,181,2896 "
" 13683,15.9,312,4960.8 "
" 13684,15.7,1000,15700 "
" 13685,15.7,1000,15700 "
" 13686,15.75,1000,15750 "
" 13687,15.8,859,13572.2 "
" 13688,15.5,145,2247.5 "
" 13689,15.5,775,12012.5 "
" 13690,15.5,500,7750 "
" 13691,15.5,196,3038 "
" 13692,16,2000,32000 "
" 13693,16,2000,32000 "
" 13694,16,600,9600 "
" 13695,16,807,12912 "
" 13696,16,1400,22400 "
" 13697,16,197,3152 "
" 13698,16,2803,44848 "
" 13699,16,1000,16000 "
" 13700,16,197,3152 "
" 13701,15.95,61,972.95 "
" 13702,15.8,803,12687.4 "
" 13703,15.8,103,1627.4 "
" 13704,15.8,2197,34712.6 "
" 13705,15.8,4500,71100 "
" 13706,15.8,400,6320 "
" 13707,15.8,300,4740 "
" 13708,15.8,1900,30020 "
" 13709,15.8,1000,15800 "
" 13710,15.9,100,1590 "
" 13711,15.9,900,14310 "
" 13712,15.9,100,1590 "
" 13713,15.95,800,12760 "
" 13714,15.85,50,792.5 "
" 13715,16,1397,22352 "
" 13716,15.95,67,1068.65 "
" 13717,16,290,4640 "
" 13718,16,500,8000 "
" 13719,15.95,300,4785 "
" 13720,16.25,1000,16250 "
" 13721,16.25,3000,48750 "
" 13722,16,500,8000 "
" 13723,16.1,496,7985.6 "
" 13724,16,1446,23136 "
" 13725,16,558,8928 "
" 13726,16.25,139,2258.75 "
" 13727,16.25,805,13081.25 "
" 13728,16.25,637,10351.25 "
" 13729,16.25,333,5411.25 "
" 13730,16.5,1500,24750 "
" 13731,16.5,3500,57750 "
" 13732,16.5,1000,16500 "
" 13733,16.5,700,11550 "
" 13734,16.5,500,8250 "
" 13735,16.5,600,9900 "
" 13736,16.25,600,9750 "
" 13737,16.4,1480,24272 "
" 13738,16.4,191,3132.4 "
" 13739,16.4,529,8675.6 "
" 13740,16.4,431,7068.4 "
" 13741,16.5,1700,28050 "
" 13742,16.5,1000,16500 "
" 13743,16.5,840,13860 "
" 13744,16.5,660,10890 "
" 13745,16.5,2340,38610 "
" 13746,16.5,44,726 "
" 13747,16.5,456,7524 "
" 13748,16.5,467,7705.5 "
" 13749,16.5,320,5280 "
" 13750,16.5,2200,36300 "
" 13751,16.5,2500,41250 "
" 13752,16.5,557,9190.5 "
" 13753,17,400,6800 "
" 13754,17,1420,24140 "
" 13755,17,180,3060 "
" 13756,16.9,295,4985.5 "
" 13757,16.8,1000,16800 "
" 13758,16.9,200,3380 "
" 13759,16.9,915,15463.5 "
" 13760,16.9,505,8534.5 "
" 13761,16.85,600,10110 "
" 13762,16.8,945,15876 "
" 13763,16.8,455,7644 "
" 13764,16.8,852,14313.6 "
" 13765,16.8,113,1898.4 "
" 13766,16.8,970,16296 "
" 13767,16.75,400,6700 "
" 13768,16.75,600,10050 "
" 13769,16.75,298,4991.5 "
" 13770,16.75,600,10050 "
" 13771,16.75,100,1675 "
" 13772,16.75,87,1457.25 "
" 13773,16.75,258,4321.5 "
" 13774,16.8,1600,26880 "
" 13775,16.8,1133,19034.4 "
" 13776,16.85,435,7329.75 "
" 13777,16.75,355,5946.25 "
" 13778,16.75,210,3517.5 "
" 13779,16.8,1000,16800 "
" 13780,16.75,540,9045 "
" 13781,16.75,300,5025 "
" 13782,16.75,298,4991.5 "
" 13783,16.7,1000,16700 "
" 13784,16.7,598,9986.6 "
" 13785,16.7,300,5010 "
" 13786,16.7,2000,33400 "
" 13787,16.7,602,10053.4 "
" 13788,16.7,1000,16700 "
" 13789,16.75,1762,29513.5 "
" 13790,16.8,641,10768.8 "
" 13791,16.8,87,1461.6 "
" 13792,16.8,2938,49358.4 "
" 13793,16.8,60,1008 "
" 13794,16.8,4502,75633.6 "
" 13795,17,40,680 "
" 13796,17,77,1309 "
" 13797,17,1423,24191 "
" 13798,17,2740,46580 "
" 13799,17,837,14229 "
" 13800,17,163,2771 "
" 13801,17.05,800,13640 "
" 13802,17.2,963,16563.6 "
" 13803,17.3,1500,25950 "
" 13804,17.3,289,4999.7 "
" 13805,17.2,188,3233.6 "
" 13806,17.2,227,3904.4 "
" 13807,17.2,930,15996 "
" 13808,17.2,155,2666 "
" 13809,17.2,100,1720 "
" 13810,17.15,11,188.65 "
" 13811,17.2,545,9374 "
" 13812,17.2,1500,25800 "
" 13813,17.2,1000,17200 "
" 13814,17.15,500,8575 "
" 13815,17.15,811,13908.65 "
" 13816,17.15,189,3241.35 "
" 13817,17.15,1067,18299.05 "
" 13818,17,2685,45645 "
" 13819,17.2,500,8600 "
" 13820,17.2,1000,17200 "
" 13821,17.2,700,12040 "
" 13822,17.2,700,12040 "
" 13823,17.2,862,14826.4 "
" 13824,17.2,300,5160 "
" 13825,17.2,138,2373.6 "
" 13826,17.2,500,8600 "
" 13827,17.2,962,16546.4 "
" 13828,17,1265,21505 "
" 13829,17,100,1700 "
" 13830,17.2,950,16340 "
" 13831,18,55,990 "
" 13832,17.3,150,2595 "
" 13833,17.3,1000,17300 "
" 13834,17.3,1000,17300 "
" 13835,17.3,1000,17300 "
" 13836,17.3,1000,17300 "
" 13837,17.3,1000,17300 "
" 13838,17.3,1000,17300 "
" 13839,17.3,1000,17300 "
" 13840,17.3,907,15691.1 "
" 13841,17.3,407,7041.1 "
" 13842,17.3,93,1608.9 "
" 13843,17.4,178,3097.2 "
" 13844,17.3,279,4826.7 "
" 13845,17.3,600,10380 "
" 13846,17.3,886,15327.8 "
" 13847,17.3,5200,89960 "
" 13848,17.3,314,5432.2 "
" 13849,17.4,572,9952.8 "
" 13850,17.3,246,4255.8 "
" 13851,17.3,199,3442.7 "
" 13852,17.3,2500,43250 "
" 13853,17.3,100,1730 "
" 13854,17.35,200,3470 "
" 13855,17.3,1201,20777.3 "
" 13856,17.1,1000,17100 "
" 13857,17.2,2559,44014.8 "
" 13858,17.3,200,3460 "
" 13859,17.2,441,7585.2 "
" 13860,17.2,1359,23374.8 "
" 13861,17.2,1000,17200 "
" 13862,17.3,500,8650 "
" 13863,17.4,2188,38071.2 "
" 13864,17.4,500,8700 "
" 13865,17.4,1500,26100 "
" 13866,17.4,250,4350 "
" 13867,17.5,641,11217.5 "
" 13868,17.5,684,11970 "
" 13869,17.5,270,4725 "
" 13870,17.7,1800,31860 "
" 13871,17.7,86,1522.2 "
" 13872,17.9,340,6086 "
" 13873,18,1000,18000 "
" 13874,18,100,1800 "
" 13875,18,1,18 "
" 13876,18.35,74,1357.9 "
" 13877,18.15,2730,49549.5 "
" 13878,18.35,211,3871.85 "
" 13879,18.35,14,256.9 "
" 13880,18.3,300,5490 "
" 13881,18.3,1000,18300 "
" 13882,18.3,1400,25620 "
" 13883,18.3,2100,38430 "
" 13884,18.3,100,1830 "
" 13885,18.2,600,10920 "
" 13886,18.2,1650,30030 "
" 13887,18.1,860,15566 "
" 13888,18.2,4140,75348 "
" 13889,18.2,710,12922 "
" 13890,18.2,1000,18200 "
" 13891,18.25,1000,18250 "
" 13892,18.3,2350,43005 "
" 13893,18.2,1700,30940 "
" 13894,18.25,500,9125 "
" 13895,18.3,580,10614 "
" 13896,18.3,2000,36600 "
" 13897,18.3,358,6551.4 "
" 13898,18.3,500,9150 "
" 13899,18.3,56,1024.8 "
" 13900,18.3,230,4209 "
" 13901,18.35,986,18093.1 "
" 13902,18.35,214,3926.9 "
" 13903,18.35,81,1486.35 "
" 13904,18.4,446,8206.4 "
" 13905,18.4,1000,18400 "
" 13906,18.35,244,4477.4 "
" 13907,18.4,54,993.6 "
" 13908,18.45,500,9225 "
" 13909,18.45,98,1808.1 "
" 13910,18.5,402,7437 "
" 13911,18.5,455,8417.5 "
" 13912,18.5,11,203.5 "
" 13913,18.5,209,3866.5 "
" 13914,18.5,791,14633.5 "
" 13915,18.6,500,9300 "
" 13916,18.6,220,4092 "
" 13917,18.6,376,6993.6 "
" 13918,18.6,5,93 "
" 13919,18.6,200,3720 "
" 13920,18.6,1199,22301.4 "
" 13921,18.6,1,18.6 "
" 13922,18.6,1300,24180 "
" 13923,18.5,494,9139 "
" 13924,18.5,8000,148000 "
" 13925,18.5,1795,33207.5 "
" 13926,18.5,205,3792.5 "
" 13927,18.5,6000,111000 "
" 13928,18.45,500,9225 "
" 13929,18.5,1200,22200 "
" 13930,18.4,1005,18492 "
" 13931,18.4,2174,40001.6 "
" 13932,18.4,571,10506.4 "
" 13933,18.4,180,3312 "
" 13934,18.4,575,10580 "
" 13935,18.6,130,2418 "
" 13936,18.7,137,2561.9 "
" 13937,19,400,7600 "
" 13938,19,220,4180 "
" 13939,19,200,3800 "
" 13940,19.2,1000,19200 "
" 13941,19.3,500,9650 "
" 13942,19.2,500,9600 "
" 13943,19.35,664,12848.4 "
" 13944,19.4,3200,62080 "
" 13945,19.5,350,6825 "
" 13946,19.5,360,7020 "
" 13947,19.5,2106,41067 "
" 13948,19.5,400,7800 "
" 13949,19.5,128,2496 "
" 13950,19.6,222,4351.2 "
" 13951,19.6,250,4900 "
" 13952,19.6,928,18188.8 "
" 13953,19.8,250,4950 "
" 13954,19.8,250,4950 "
" 13955,19.8,500,9900 "
" 13956,20,423,8460 "
" 13957,20,187,3740 "
" 13958,20,50,1000 "
" 13959,20,173,3460 "
" 13960,20,1027,20540 "
" 13961,20,27,540 "
" 13962,20,273,5460 "
" 13963,20,27,540 "
" 13964,20,503,10060 "
" 13965,20,70,1400 "
" 13966,20,427,8540 "
" 13967,20,100,2000 "
" 13968,20,513,10260 "
" 13969,20,60,1200 "
" 13970,19.8,1515,29997 "
" 13971,19.5,100,1950 "
" 13972,19.5,440,8580 "
" 13973,19.5,282,5499 "
" 13974,19.4,320,6208 "
" 13975,19.5,1894,36933 "
" 13976,19.4,72,1396.8 "
" 13977,19.4,530,10282 "
" 13978,19.5,168,3276 "
" 13979,19.5,182,3549 "
" 13980,19.4,243,4714.2 "
" 13981,19.2,90,1728 "
" 13982,19.4,687,13327.8 "
" 13983,19.4,113,2192.2 "
" 13984,19.4,180,3492 "
" 13985,19.4,370,7178 "
" 13986,19.4,300,5820 "
" 13987,19.4,37,717.8 "
" 13988,19.45,75,1458.75 "
" 13989,19.45,235,4570.75 "
" 13990,19.4,63,1222.2 "
" 13991,19.4,154,2987.6 "
" 13992,19.4,548,10631.2 "
" 13993,19.5,200,3900 "
" 13994,19.5,370,7215 "
" 13995,19.5,1000,19500 "
" 13996,19.5,1386,27027 "
" 13997,19.5,366,7137 "
" 13998,19.5,248,4836 "
" 13999,19.4,500,9700 "
" 14000,19.4,1000,19400 "
" 14001,19.4,529,10262.6 "
" 14002,19.4,25,485 "
" 14003,19.25,1300,25025 "
" 14004,19.2,146,2803.2 "
" 14005,19.2,500,9600 "
" 14006,19.2,64,1228.8 "
" 14007,19,17,323 "
" 14008,19,263,4997 "
" 14009,19,520,9880 "
" 14010,19,33,627 "
" 14011,19,78,1482 "
" 14012,18.8,1550,29140 "
" 14013,18.8,1200,22560 "
" 14014,19,170,3230 "
" 14015,19,315,5985 "
" 14016,19.4,150,2910 "
" 14017,19.4,950,18430 "
" 14018,19.4,350,6790 "
" 14019,19.4,50,970 "
" 14020,19.4,155,3007 "
" 14021,19.05,345,6572.25 "
" 14022,19.8,200,3960 "
" 14023,19.6,773,15150.8 "
" 14024,19.6,17,333.2 "
" 14025,19.6,183,3586.8 "
" 14026,19.6,345,6762 "
" 14027,19.8,54,1069.2 "
" 14028,19.8,100,1980 "
" 14029,19.8,150,2970 "
" 14030,19.6,255,4998 "
" 14031,19.6,382,7487.2 "
" 14032,19.5,300,5850 "
" 14033,19.5,256,4992 "
" 14034,19.5,307,5986.5 "
" 14035,19.5,100,1950 "
" 14036,19.5,13,253.5 "
" 14037,19.5,37,721.5 "
" 14038,19.45,253,4920.85 "
" 14039,19,247,4693 "
" 14040,19.5,200,3900 "
" 14041,19.5,2000,39000 "
" 14042,19.5,487,9496.5 "
" 14043,19.6,400,7840 "
" 14044,19.5,2000,39000 "
" 14045,19.6,57,1117.2 "
" 14046,19.6,1000,19600 "
" 14047,19.6,600,11760 "
" 14048,19.6,43,842.8 "
" 14049,19.5,313,6103.5 "
" 14050,19.5,187,3646.5 "
" 14051,19.7,800,15760 "
" 14052,19.6,150,2940 "
" 14053,19.5,100,1950 "
" 14054,19.5,101,1969.5 "
" 14055,19.5,99,1930.5 "
" 14056,19.5,157,3061.5 "
" 14057,19.4,37,717.8 "
" 14058,19.5,133,2593.5 "
" 14059,19.5,210,4095 "
" 14060,19.5,500,9750 "
" 14061,19.5,1290,25155 "
" 14062,19.5,205,3997.5 "
" 14063,19,950,18050 "
